,date,lat,long,address,count,wnv,loc,utc,loc_coef,time_coef
108,2007-06-26,41.944869,-87.832763,"3600  N PITTSBURGH AVE, Chicago, IL",2,0,"coordinate(lat=41.944869, long=-87.832763)",1182841200,,
109,2007-06-26,41.944869,-87.832763,"3600  N PITTSBURGH AVE, Chicago, IL",4,0,"coordinate(lat=41.944869, long=-87.832763)",1182841200,,
110,2007-06-26,42.011601,-87.81150600000001,"7200  N OKETO AVE, Chicago, IL",2,0,"coordinate(lat=42.011601, long=-87.81150600000001)",1182841200,,
111,2007-06-26,42.011601,-87.81150600000001,"7200  N OKETO AVE, Chicago, IL",2,0,"coordinate(lat=42.011601, long=-87.81150600000001)",1182841200,,
112,2007-06-26,41.94983,-87.69845699999999,"3800  N CALIFORNIA AVE, Chicago, IL",1,0,"coordinate(lat=41.94983, long=-87.69845699999999)",1182841200,,
113,2007-06-26,41.979243,-87.750938,"4900  W BALMORAL AVE, Chicago, IL",1,0,"coordinate(lat=41.979243, long=-87.750938)",1182841200,,
114,2007-06-26,41.986921,-87.689778,"5800  N WESTERN AVE, Chicago, IL",1,0,"coordinate(lat=41.986921, long=-87.689778)",1182841200,,
115,2007-06-26,41.986921,-87.689778,"5800  N WESTERN AVE, Chicago, IL",9,0,"coordinate(lat=41.986921, long=-87.689778)",1182841200,,
116,2007-06-26,41.906638,-87.701431,"1400  N HUMBOLDT DR, Chicago, IL",2,0,"coordinate(lat=41.906638, long=-87.701431)",1182841200,,
117,2007-06-26,41.906638,-87.701431,"1400  N HUMBOLDT DR, Chicago, IL",3,0,"coordinate(lat=41.906638, long=-87.701431)",1182841200,,
118,2007-06-26,41.868077,-87.666901,"1100  S ASHLAND AVE, Chicago, IL",10,0,"coordinate(lat=41.868077, long=-87.666901)",1182841200,,
119,2007-06-26,41.868077,-87.666901,"1100  S ASHLAND AVE, Chicago, IL",19,0,"coordinate(lat=41.868077, long=-87.666901)",1182841200,,
120,2007-06-26,41.868077,-87.666901,"1100  S ASHLAND AVE, Chicago, IL",1,0,"coordinate(lat=41.868077, long=-87.666901)",1182841200,,
121,2007-06-26,41.662014,-87.72460799999999,"4200  W 127TH PL, Chicago, IL",20,0,"coordinate(lat=41.662014, long=-87.72460799999999)",1182841200,,
122,2007-06-26,41.662014,-87.72460799999999,"4200  W 127TH PL, Chicago, IL",25,0,"coordinate(lat=41.662014, long=-87.72460799999999)",1182841200,,
123,2007-06-26,41.662014,-87.72460799999999,"4200  W 127TH PL, Chicago, IL",6,0,"coordinate(lat=41.662014, long=-87.72460799999999)",1182841200,,
124,2007-06-26,41.961743,-87.76007,"5300  W AGATITE AVE, Chicago, IL",1,0,"coordinate(lat=41.961743, long=-87.76007)",1182841200,,
125,2007-06-26,41.961743,-87.76007,"5300  W AGATITE AVE, Chicago, IL",3,0,"coordinate(lat=41.961743, long=-87.76007)",1182841200,,
126,2007-06-26,41.953067,-87.776792,"4000  N AUSTIN AVE, Chicago, IL",4,0,"coordinate(lat=41.953067, long=-87.776792)",1182841200,,
127,2007-06-26,41.878114000000004,-87.629798,"4300  N ASHLAND AVE OVERPASS, Chicago, IL",1,0,"coordinate(lat=41.878114000000004, long=-87.629798)",1182841200,,
128,2007-06-26,41.958271,-87.702575,"4200  N RICHMOND ST, Chicago, IL",6,0,"coordinate(lat=41.958271, long=-87.702575)",1182841200,,
129,2007-06-26,41.932094,-87.700117,"2800  N FRANCISCO AVE, Chicago, IL",1,0,"coordinate(lat=41.932094, long=-87.700117)",1182841200,,
130,2007-06-26,42.006858,-87.675919,"1800  W FARWELL AVE, Chicago, IL",2,0,"coordinate(lat=42.006858, long=-87.675919)",1182841200,,
131,2007-06-26,41.916265,-87.800515,"7000   W ARMITAGE AVENUE, Chicago, IL",3,0,"coordinate(lat=41.916265, long=-87.800515)",1182841200,,
132,2007-06-26,41.916265,-87.800515,"7000   W ARMITAGE AVENUE, Chicago, IL",6,0,"coordinate(lat=41.916265, long=-87.800515)",1182841200,,
133,2007-06-26,41.682587,-87.707973,"3500  W 116TH ST, Chicago, IL",1,0,"coordinate(lat=41.682587, long=-87.707973)",1182841200,,
134,2007-06-26,41.682587,-87.707973,"3500  W 116TH ST, Chicago, IL",4,0,"coordinate(lat=41.682587, long=-87.707973)",1182841200,,
135,2007-06-26,41.963976,-87.69181,"4500  N CAMPBELL AVE, Chicago, IL",1,0,"coordinate(lat=41.963976, long=-87.69181)",1182841200,,
136,2007-06-26,41.953705,-87.733974,"4000  N TRIPP AVE, Chicago, IL",1,0,"coordinate(lat=41.953705, long=-87.733974)",1182841200,,
137,2007-06-26,41.964242,-87.757639,"4600  N MILWAUKEE AVE, Chicago, IL",2,0,"coordinate(lat=41.964242, long=-87.757639)",1182841200,,
138,2007-06-26,41.990284,-87.797127,"6000  N AVONDALE AVE, Chicago, IL",1,0,"coordinate(lat=41.990284, long=-87.797127)",1182841200,,
139,2007-06-26,41.990284,-87.797127,"6000  N AVONDALE AVE, Chicago, IL",1,0,"coordinate(lat=41.990284, long=-87.797127)",1182841200,,
140,2007-06-26,42.008314,-87.77792099999999,"7000  N MOSELL AVE, Chicago, IL",2,0,"coordinate(lat=42.008314, long=-87.77792099999999)",1182841200,,
141,2007-06-26,41.991429,-87.747113,"6100  N LEMONT AVE, Chicago, IL",2,0,"coordinate(lat=41.991429, long=-87.747113)",1182841200,,
142,2007-06-26,41.843810999999995,-87.686763,"2700  S WESTERN AVE, Chicago, IL",1,0,"coordinate(lat=41.843810999999995, long=-87.686763)",1182841200,,
143,2007-06-26,41.921177,-87.79518,"6800  W BELDEN AVE, Chicago, IL",1,0,"coordinate(lat=41.921177, long=-87.79518)",1182841200,,
144,2007-06-26,41.852652,-87.719887,"2100  S HAMLIN AVE, Chicago, IL",5,0,"coordinate(lat=41.852652, long=-87.719887)",1182841200,,
145,2007-06-26,41.852652,-87.719887,"2100  S HAMLIN AVE, Chicago, IL",1,0,"coordinate(lat=41.852652, long=-87.719887)",1182841200,,
146,2007-06-26,41.857402,-87.694991,"3000  W 18TH ST, Chicago, IL",1,0,"coordinate(lat=41.857402, long=-87.694991)",1182841200,,
147,2007-06-26,41.868142,-87.696269,"1100  S CALIFORNIA, Chicago, IL",1,0,"coordinate(lat=41.868142, long=-87.696269)",1182841200,,
148,2007-06-26,41.868142,-87.696269,"1100  S CALIFORNIA, Chicago, IL",1,0,"coordinate(lat=41.868142, long=-87.696269)",1182841200,,
149,2007-06-26,41.846283,-87.656913,"2500  S THROOP, Chicago, IL",1,0,"coordinate(lat=41.846283, long=-87.656913)",1182841200,,
150,2007-06-26,41.721474,-87.648064,"1000  W 95TH ST, Chicago, IL",2,0,"coordinate(lat=41.721474, long=-87.648064)",1182841200,,
151,2007-06-26,41.869107,-87.69629300000001,"1000  S CALIFORNIA AVE, Chicago, IL",1,0,"coordinate(lat=41.869107, long=-87.69629300000001)",1182841200,,
152,2007-06-26,41.719059,-87.675088,"9600  S HOYNE AVE, Chicago, IL",3,0,"coordinate(lat=41.719059, long=-87.675088)",1182841200,,
153,2007-06-26,41.719059,-87.675088,"9600  S HOYNE AVE, Chicago, IL",5,0,"coordinate(lat=41.719059, long=-87.675088)",1182841200,,
154,2007-06-26,41.966986999999996,-87.674677,"1800  W LELAND AVE, Chicago, IL",1,0,"coordinate(lat=41.966986999999996, long=-87.674677)",1182841200,,
155,2007-06-29,41.95469,-87.800991,"4100  N OAK PARK AVE, Chicago, IL",2,0,"coordinate(lat=41.95469, long=-87.800991)",1183100400,,
156,2007-06-29,41.974089,-87.824812,"7900  W FOSTER AVE, Chicago, IL",1,0,"coordinate(lat=41.974089, long=-87.824812)",1183100400,,
157,2007-06-29,41.974089,-87.824812,"7900  W FOSTER AVE, Chicago, IL",2,0,"coordinate(lat=41.974089, long=-87.824812)",1183100400,,
158,2007-06-29,41.891118,-87.65449100000001,"2500  W GRAND AVE, Chicago, IL",2,0,"coordinate(lat=41.891118, long=-87.65449100000001)",1183100400,,
159,2007-06-29,41.921965,-87.632085,"2200  N CANNON DR, Chicago, IL",3,0,"coordinate(lat=41.921965, long=-87.632085)",1183100400,,
160,2007-06-29,41.688324,-87.676709,"2200  W 113TH ST, Chicago, IL",2,0,"coordinate(lat=41.688324, long=-87.676709)",1183100400,,
161,2007-06-29,41.688324,-87.676709,"2200  W 113TH ST, Chicago, IL",1,0,"coordinate(lat=41.688324, long=-87.676709)",1183100400,,
162,2007-06-29,41.862292,-87.64886,"1100  S PEORIA ST, Chicago, IL",1,0,"coordinate(lat=41.862292, long=-87.64886)",1183100400,,
163,2007-06-29,41.731922,-87.677512,"2200  W 89TH ST, Chicago, IL",1,0,"coordinate(lat=41.731922, long=-87.677512)",1183100400,,
164,2007-06-29,41.999128999999996,-87.795585,"6500  N OAK PARK AVE, Chicago, IL",3,0,"coordinate(lat=41.999128999999996, long=-87.795585)",1183100400,,
165,2007-06-29,42.01743,-87.68776899999999,"7500  N OAKLEY AVE, Chicago, IL",2,0,"coordinate(lat=42.01743, long=-87.68776899999999)",1183100400,,
166,2007-06-29,42.01743,-87.68776899999999,"7500  N OAKLEY AVE, Chicago, IL",2,0,"coordinate(lat=42.01743, long=-87.68776899999999)",1183100400,,
167,2007-06-29,41.907645,-87.760886,"1500  N LONG AVE, Chicago, IL",1,0,"coordinate(lat=41.907645, long=-87.760886)",1183100400,,
168,2007-06-29,42.011601,-87.81150600000001,"7200  N OKETO AVE, Chicago, IL",2,0,"coordinate(lat=42.011601, long=-87.81150600000001)",1183100400,,
169,2007-06-29,41.986921,-87.689778,"5800  N WESTERN AVE, Chicago, IL",2,0,"coordinate(lat=41.986921, long=-87.689778)",1183100400,,
170,2007-06-29,41.986921,-87.689778,"5800  N WESTERN AVE, Chicago, IL",1,0,"coordinate(lat=41.986921, long=-87.689778)",1183100400,,
171,2007-06-29,41.801497999999995,-87.763416,"5000  S CENTRAL AVE, Chicago, IL",1,0,"coordinate(lat=41.801497999999995, long=-87.763416)",1183100400,,
172,2007-06-29,41.723195000000004,-87.64997,"1000  S VINCENNES, Chicago, IL",2,0,"coordinate(lat=41.723195000000004, long=-87.64997)",1183100400,,
173,2007-06-29,41.868077,-87.666901,"1100  S ASHLAND AVE, Chicago, IL",1,0,"coordinate(lat=41.868077, long=-87.666901)",1183100400,,
174,2007-06-29,41.868077,-87.666901,"1100  S ASHLAND AVE, Chicago, IL",6,0,"coordinate(lat=41.868077, long=-87.666901)",1183100400,,
175,2007-06-29,41.868077,-87.666901,"1100  S ASHLAND AVE, Chicago, IL",3,0,"coordinate(lat=41.868077, long=-87.666901)",1183100400,,
176,2007-06-29,41.662014,-87.72460799999999,"4200  W 127TH PL, Chicago, IL",3,0,"coordinate(lat=41.662014, long=-87.72460799999999)",1183100400,,
177,2007-06-29,41.961743,-87.76007,"5300  W AGATITE AVE, Chicago, IL",1,0,"coordinate(lat=41.961743, long=-87.76007)",1183100400,,
178,2007-06-29,41.953067,-87.776792,"4000  N AUSTIN AVE, Chicago, IL",1,0,"coordinate(lat=41.953067, long=-87.776792)",1183100400,,
